Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,is_return,Order_Date_raw,Units_Sold_raw,MRP_raw,Discount_Applied_raw,Revenue_raw,Profit_raw,Units_Recovered_Flag,MRP_Recovered_Flag,MRP_Imputed_Flag,Units_Imputed_Baseline_Flag,Discount_Imputed_Flag,Size_Imputed_Flag,Revenue_Used_Calc_Flag,Units_Sold_Imputed_Flag,Revenue_calc,Revenue_final,Is_Zero_Sales,Date_Missing_Flag,Revenue_Outlier_Flag,Revenue_final_Capped,Revenue_Cap_Value,Profit_Outlier_Flag,Profit_Ratio_Flag,Profit_Capped
2202,Men,Basketball,Kyrie Flytrap,M,-1,7918.93,0.06000000000000005,475.14,2025-07-04,Retail,Bangalore,1994.42,True,2025/07/04,-1.0,7918.93,0.06000000000000005,475.14,1994.42,False,False,False,False,False,False,True,False,-7443.7942,-7443.7942,False,False,False,-7443.7942,,False,False,1994.42
2203,Men,Lifestyle,Air Force 1,M,0,6903.22,0.325,0.0,,Online,Pune,1556.95,False,,0.0,6903.22,,0.0,1556.95,False,False,False,False,True,False,True,False,0.0,0.0,True,True,False,0.0,,False,False,1556.95
2204,Men,Basketball,LeBron 20,7,2,7660.41,0.42,0.0,2025-05-17,Online,Delhi,2076.75,False,2025/05/17,,7660.41,,0.0,2076.75,False,False,False,False,True,False,True,True,8886.0756,8886.0756,False,False,False,8886.0756,,False,False,2076.75
2205,Women,Running,React Infinity,XL,0,6492.155000000001,0.49,0.0,2025-04-24,Retail,Pune,-467.52,False,24-04-2025,0.0,,,0.0,-467.52,False,False,True,False,True,False,True,False,0.0,0.0,True,False,False,0.0,,False,False,-467.52
2206,Men,Training,Flex Trainer,M,2,6383.55,0.37,0.0,,Online,Delhi,-524.85,False,,2.0,,,0.0,-524.85,False,False,True,False,True,False,True,False,8043.273,8043.273,False,True,False,8043.273,,False,False,-524.85
2207,Women,Running,Pegasus Turbo,XL,2,5644.675,0.305,0.0,,Online,Hyderabad,2101.41,False,,,,,0.0,2101.41,False,False,True,False,True,False,True,True,7846.098250000001,7846.098250000001,False,True,False,7846.098250000001,,False,False,2101.41
2208,Women,Basketball,LeBron 20,M,2,5172.62,0.97,0.0,,Retail,Hyderabad,-1074.04,False,,,5172.62,0.97,0.0,-1074.04,False,False,False,False,False,False,True,True,310.35720000000026,310.35720000000026,False,True,False,310.35720000000026,,False,True,-1074.04
2209,Kids,Training,SuperRep Go,M,3,5280.57,0.32,0.0,2024-09-01,Retail,Hyderabad,1956.7,False,2024/09/01,,,,0.0,1956.7,False,False,True,False,True,True,True,True,10772.362799999999,10772.362799999999,False,False,False,10772.362799999999,,False,False,1956.7
2210,Men,Lifestyle,Blazer Mid,XL,3,6383.24,0.26,0.0,2024-08-09,Retail,Kolkata,701.02,False,09-08-2024,,,,0.0,701.02,False,False,True,False,True,False,True,True,14170.792800000001,14170.792800000001,False,False,False,14170.792800000001,,False,False,701.02
2000,Kids,Training,Metcon 7,M,4,5890.69,0.94,0.0,2024-02-27,Retail,Bangalore,2372.82,False,2024-02-27,4.0,,0.94,0.0,2372.82,False,False,True,False,False,True,True,False,1413.765600000001,1413.765600000001,False,False,False,1413.765600000001,,False,False,2372.82
2212,Women,Lifestyle,Blazer Mid,L,3,7670.82,0.26,0.0,2024-09-23,Online,Kolkata,-87.95,False,2024/09/23,,7670.82,,0.0,-87.95,False,False,False,False,True,False,True,True,17029.2204,17029.2204,False,False,False,17029.2204,,False,False,-87.95
2213,Women,Running,Air Zoom,9,2,5714.92,0.37,0.0,,Online,Delhi,3741.14,False,,,5714.92,,0.0,3741.14,False,False,False,False,True,False,True,True,7200.7992,7200.7992,False,True,False,7200.7992,,False,False,3741.14
2214,Men,Basketball,LeBron 20,XL,2,5016.03,0.42,0.0,,Retail,Mumbai,1446.0,False,,2.0,5016.03,,0.0,1446.0,False,False,False,False,True,False,True,False,5818.594800000001,5818.594800000001,False,True,False,5818.594800000001,,False,False,1446.0
2215,Men,Basketball,Zoom Freak,XL,3,6435.66,0.36,0.0,2024-12-16,Online,Kolkata,3254.06,False,2024/12/16,3.0,,0.36,0.0,3254.06,False,False,True,False,False,False,True,False,12356.4672,12356.4672,False,False,False,12356.4672,,False,False,3254.06
2216,Women,Lifestyle,Air Force 1,M,1,3111.62,0.325,0.0,,Online,Hyderabad,2617.56,False,,1.0,3111.62,,0.0,2617.56,False,False,False,False,True,False,True,False,2100.3435,2100.3435,False,True,False,2100.3435,,False,False,2617.56
2217,Women,Lifestyle,Waffle One,L,2,5637.46,0.24,0.0,2025-04-15,Retail,Delhi,2190.84,False,2025/04/15,,,,0.0,2190.84,False,False,True,False,True,False,True,True,8568.9392,8568.9392,False,False,False,8568.9392,,False,False,2190.84
2218,Kids,Soccer,Premier III,6,2,5773.245,0.4,0.0,,Online,Bangalore,1440.02,False,,2.0,,,0.0,1440.02,False,False,True,False,True,False,True,False,6927.893999999999,6927.893999999999,False,True,False,6927.893999999999,,False,False,1440.02
2219,Women,Basketball,Air Jordan,M,-1,6235.71,0.06000000000000005,0.0,,Online,Bangalore,3305.72,True,,-1.0,,0.06000000000000005,0.0,3305.72,False,False,True,False,False,False,True,False,-5861.5674,-5861.5674,False,True,False,-5861.5674,,False,False,3305.72
2220,Kids,Training,SuperRep Go,M,3,5280.57,0.32,0.0,2024-09-09,Online,Kolkata,890.14,False,2024/09/09,,,,0.0,890.14,False,False,True,False,True,False,True,True,10772.362799999999,10772.362799999999,False,False,False,10772.362799999999,,False,False,890.14
2221,Kids,Lifestyle,Waffle One,L,2,3375.97,0.24,0.0,2024-01-06,Retail,Mumbai,-297.05,False,2024-01-06,2.0,3375.97,,0.0,-297.05,False,False,False,False,True,False,True,False,5131.4744,5131.4744,False,False,False,5131.4744,,False,False,-297.05
2222,Men,Training,ZoomX Invincible,XL,2,8897.19,0.11,15837.0,2024-12-21,Retail,Mumbai,2821.69,False,2024-12-21,2.0,8897.19,0.11,15837.0,2821.69,False,False,False,False,False,False,False,False,15836.998200000002,15837.0,False,False,False,15837.0,,False,False,2821.69
2223,Kids,Training,Flex Trainer,M,-1,9180.15,0.37,0.0,2025-02-15,Online,Kolkata,799.28,True,2025-02-15,-1.0,9180.15,,0.0,799.28,False,False,False,False,True,False,True,False,-5783.4945,-5783.4945,False,False,False,-5783.4945,,False,False,799.28
2224,Kids,Lifestyle,Dunk Low,L,-1,6202.99,0.12,0.0,2024-09-24,Online,Pune,3278.7,True,24-09-2024,-1.0,,0.12,0.0,3278.7,False,False,True,False,False,True,True,False,-5458.6312,-5458.6312,False,False,False,-5458.6312,,False,False,3278.7
2225,Kids,Basketball,Kyrie Flytrap,11,2,5066.14,0.46499999999999997,0.0,,Retail,Hyderabad,1136.63,False,,,,,0.0,1136.63,False,False,True,False,True,False,True,True,5420.769800000001,5420.769800000001,False,True,False,5420.769800000001,,False,False,1136.63
2226,Women,Basketball,Zoom Freak,M,3,6435.66,0.31,0.0,2025-06-28,Online,Delhi,-131.04,False,2025/06/28,,,0.31,0.0,-131.04,False,False,True,False,False,True,True,True,13321.8162,13321.8162,False,False,False,13321.8162,,False,False,-131.04
2021,Men,Running,React Infinity,XL,3,2180.71,0.82,0.0,,Retail,Hyderabad,2277.63,False,,,2180.71,0.82,0.0,2277.63,False,False,False,False,False,False,True,True,1177.5834000000004,1177.5834000000004,False,True,False,1177.5834000000004,,False,False,2277.63
2228,Kids,Basketball,Zoom Freak,M,3,9382.15,0.35,0.0,2024-08-22,Online,Kolkata,-127.34,False,2024/08/22,,9382.15,,0.0,-127.34,False,False,False,False,True,True,True,True,18295.192499999997,18295.192499999997,False,False,False,18295.192499999997,,False,False,-127.34
2229,Men,Running,Air Zoom,XL,2,7143.23,0.37,0.0,2025-03-26,Retail,Mumbai,3284.36,False,2025/03/26,,7143.23,,0.0,3284.36,False,False,False,False,True,False,True,True,9000.469799999999,9000.469799999999,False,False,False,9000.469799999999,,False,False,3284.36
2230,Kids,Lifestyle,Dunk Low,10,3,6202.99,0.39,0.0,,Online,Bangalore,781.56,False,,,,,0.0,781.56,False,False,True,False,True,False,True,True,11351.4717,11351.4717,False,True,False,11351.4717,,False,False,781.56
2231,Kids,Training,Flex Trainer,9,0,6383.55,0.050000000000000044,0.0,2025-01-04,Online,Bangalore,-39.48,False,2025-01-04,0.0,,0.050000000000000044,0.0,-39.48,False,False,True,False,False,False,True,False,0.0,0.0,True,False,False,0.0,,False,False,-39.48
2232,Women,Running,Free RN,XL,2,2149.28,0.32,0.0,2024-11-17,Online,Kolkata,2409.87,False,2024/11/17,,2149.28,0.32,0.0,2409.87,False,False,False,False,False,False,True,True,2923.0208,2923.0208,False,False,False,2923.0208,,False,False,2409.87
2233,Men,Lifestyle,Air Force 1,XL,0,6323.09,0.325,0.0,,Online,Kolkata,2398.07,False,,0.0,,,0.0,2398.07,False,False,True,False,True,False,True,False,0.0,0.0,True,True,False,0.0,,False,False,2398.07
2234,Men,Training,Flex Trainer,XL,4,6189.1,0.1200000000000001,-2970.77,2024-12-21,Retail,Bangalore,2085.62,False,2024-12-21,4.0,6189.1,0.1200000000000001,-2970.77,2085.62,False,False,False,False,False,True,False,False,21785.631999999998,-2970.77,False,False,False,-2970.77,,False,False,2085.62
2042,Men,Basketball,Kyrie Flytrap,10,1,5254.47,0.46499999999999997,0.0,2025-02-26,Retail,Bangalore,2459.63,False,26-02-2025,1.0,5254.47,,0.0,2459.63,False,False,False,False,True,False,True,False,2811.14145,2811.14145,False,False,False,2811.14145,,False,False,2459.63
2236,Men,Soccer,Mercurial Superfly,M,2,6569.65,0.425,0.0,,Online,Delhi,880.62,False,,,,,0.0,880.62,False,False,True,False,True,False,True,True,7555.097499999999,7555.097499999999,False,True,False,7555.097499999999,,False,False,880.62
2237,Kids,Training,Metcon 7,M,2,5089.88,0.39,0.0,2025-06-26,Online,Mumbai,-238.18,False,2025/06/26,,5089.88,,0.0,-238.18,False,False,False,False,True,False,True,True,6209.6536,6209.6536,False,False,False,6209.6536,,False,False,-238.18
2238,Kids,Training,SuperRep Go,M,3,4348.86,0.32,0.0,,Online,Delhi,662.02,False,,3.0,4348.86,,0.0,662.02,False,False,False,False,True,True,True,False,8871.674399999998,8871.674399999998,False,True,False,8871.674399999998,,False,False,662.02
2239,Men,Training,SuperRep Go,XL,3,5280.57,0.32,0.0,2024-08-04,Online,Kolkata,1750.71,False,2024/08/04,,,,0.0,1750.71,False,False,True,False,True,False,True,True,10772.362799999999,10772.362799999999,False,False,False,10772.362799999999,,False,False,1750.71
2240,Kids,Basketball,Air Jordan,M,2,9520.5,0.48,0.0,2025-01-22,Retail,Kolkata,-928.85,False,2025/01/22,,9520.5,0.48,0.0,-928.85,False,False,False,False,False,False,True,True,9901.32,9901.32,False,False,False,9901.32,,False,False,-928.85
2241,Women,Soccer,Tiempo Legend,12,3,9662.04,0.24,0.0,2025-02-19,Online,Hyderabad,-233.74,False,2025/02/19,,9662.04,,0.0,-233.74,False,False,False,False,True,False,True,True,22029.451200000003,22029.451200000003,False,False,True,21815.794950000003,21815.794950000003,False,False,-233.74
2046,Kids,Basketball,LeBron 20,XL,-1,4934.46,0.86,-690.82,,Retail,Kolkata,2237.95,True,,-1.0,4934.46,0.86,-690.82,2237.95,False,False,False,False,False,True,False,False,-690.8244000000001,-690.82,False,True,False,-690.82,,False,True,2237.95
2243,Men,Lifestyle,Blazer Mid,L,3,9747.58,0.26,0.0,2024-11-07,Retail,Delhi,266.31,False,07-11-2024,,9747.58,,0.0,266.31,False,False,False,False,True,False,True,True,21639.6276,21639.6276,False,False,False,21639.6276,,False,False,266.31
2244,Kids,Training,Metcon 7,L,2,5890.69,0.39,0.0,,Online,Delhi,1904.11,False,,2.0,,,0.0,1904.11,False,False,True,False,True,False,True,False,7186.641799999999,7186.641799999999,False,True,False,7186.641799999999,,False,False,1904.11
2245,Kids,Running,React Infinity,L,3,4128.35,0.49,0.0,2025-04-16,Online,Pune,-290.33,False,16-04-2025,,4128.35,,0.0,-290.33,False,False,False,False,True,True,True,True,6316.375500000001,6316.375500000001,False,False,False,6316.375500000001,,False,False,-290.33
2246,Kids,Basketball,LeBron 20,L,-1,7806.98,0.42,0.0,2024-10-02,Online,Hyderabad,-943.35,True,02-10-2024,-1.0,7806.98,,0.0,-943.35,False,False,False,False,True,False,True,False,-4528.048400000001,-4528.048400000001,False,False,False,-4528.048400000001,,False,False,-943.35
2247,Women,Training,Metcon 7,M,2,5890.69,0.39,0.0,2024-08-16,Online,Mumbai,-1158.15,False,16-08-2024,,,,0.0,-1158.15,False,False,True,False,True,True,True,True,7186.641799999999,7186.641799999999,False,False,False,7186.641799999999,,False,False,-1158.15
2248,Men,Training,Metcon 7,M,4,8249.96,0.24,25079.88,2024-01-16,Online,Bangalore,1625.14,False,2024-01-16,4.0,8249.96,0.24,25079.88,1625.14,False,False,False,False,False,False,False,False,25079.878399999998,25079.88,False,False,True,21815.794950000003,21815.794950000003,False,False,1625.14
2249,Men,Training,Flex Trainer,M,3,7730.77,0.37,0.0,2024-05-28,Online,Delhi,-692.94,False,2024-05-28,,7730.77,,0.0,-692.94,False,False,False,False,True,False,True,True,14611.1553,14611.1553,False,False,False,14611.1553,,False,False,-692.94
2250,Men,Basketball,Kyrie Flytrap,XL,2,5066.14,0.46499999999999997,0.0,2024-10-01,Retail,Pune,821.13,False,2024-10-01,,,,0.0,821.13,False,False,True,False,True,False,True,True,5420.769800000001,5420.769800000001,False,False,False,5420.769800000001,,False,False,821.13
2046,Men,Basketball,Air Jordan,XL,2,9593.65,0.24,0.0,2025-01-11,Online,Hyderabad,1592.5,False,11-01-2025,2.0,9593.65,,0.0,1592.5,False,False,False,False,True,True,True,False,14582.348,14582.348,False,False,False,14582.348,,False,False,1592.5
2252,Women,Running,Free RN,L,2,6293.58,0.305,0.0,,Retail,Delhi,934.87,False,,,,,0.0,934.87,False,False,True,False,True,False,True,True,8748.076200000001,8748.076200000001,False,True,False,8748.076200000001,,False,False,934.87
2253,Men,Training,Flex Trainer,M,0,6383.55,0.37,0.0,2025-05-18,Online,Bangalore,1516.72,False,18-05-2025,0.0,,,0.0,1516.72,False,False,True,False,True,False,True,False,0.0,0.0,True,False,False,0.0,,False,False,1516.72
2254,Women,Basketball,LeBron 20,M,2,6431.1900000000005,0.89,0.0,2025-04-24,Online,Hyderabad,1642.0,False,24-04-2025,,,0.89,0.0,1642.0,False,False,True,False,False,False,True,True,1414.8618,1414.8618,False,False,False,1414.8618,,False,False,1642.0
2255,Kids,Basketball,LeBron 20,XL,2,2222.55,0.84,0.0,2025-04-06,Retail,Mumbai,586.56,False,2025/04/06,,2222.55,0.84,0.0,586.56,False,False,False,False,False,False,True,True,711.2160000000002,711.2160000000002,False,False,False,711.2160000000002,,False,False,586.56
2256,Men,Soccer,Phantom GT,XL,2,6320.59,0.38,0.0,2025-03-30,Online,Hyderabad,3175.83,False,2025/03/30,,,,0.0,3175.83,False,False,True,False,True,True,True,True,7837.5316,7837.5316,False,False,False,7837.5316,,False,False,3175.83
2257,Men,Basketball,Kyrie Flytrap,XL,1,5066.14,0.46499999999999997,0.0,2025-02-09,Online,Mumbai,-365.42,False,2025/02/09,1.0,,,0.0,-365.42,False,False,True,False,True,False,True,False,2710.3849000000005,2710.3849000000005,False,False,False,2710.3849000000005,,False,False,-365.42
2258,Women,Lifestyle,Dunk Low,L,3,6202.99,0.39,0.0,2023-11-21,Online,Mumbai,2824.7,False,2023-11-21,,,0.39,0.0,2824.7,False,False,True,False,False,False,True,True,11351.4717,11351.4717,False,False,False,11351.4717,,False,False,2824.7
2259,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.425,0.0,2024-10-20,Retail,Delhi,2323.89,False,2024/10/20,,,,0.0,2323.89,False,False,True,False,True,False,True,True,7555.097499999999,7555.097499999999,False,False,False,7555.097499999999,,False,False,2323.89
2260,Women,Lifestyle,Dunk Low,M,2,6202.99,0.39,0.0,2024-12-12,Retail,Pune,-352.18,False,2024/12/12,2.0,,,0.0,-352.18,False,False,True,False,True,False,True,False,7567.6478,7567.6478,False,False,False,7567.6478,,False,False,-352.18
2261,Women,Training,ZoomX Invincible,M,2,2503.6,0.54,0.0,2024-10-04,Retail,Pune,1574.74,False,04-10-2024,,2503.6,0.54,0.0,1574.74,False,False,False,False,False,True,True,True,2303.312,2303.312,False,False,False,2303.312,,False,False,1574.74
2262,Women,Running,Pegasus Turbo,L,0,5644.675,0.305,0.0,2024-09-15,Retail,Pune,3146.93,False,2024-09-15,0.0,,,0.0,3146.93,False,False,True,False,True,False,True,False,0.0,0.0,True,False,False,0.0,,False,False,3146.93
2263,Women,Soccer,Premier III,M,0,5172.14,0.4,0.0,2024-10-08,Online,Kolkata,2510.55,False,2024/10/08,0.0,5172.14,,0.0,2510.55,False,False,False,False,True,False,True,False,0.0,0.0,True,False,False,0.0,,False,False,2510.55
2264,Men,Training,ZoomX Invincible,M,4,5622.32,0.08000000000000007,-1799.14,2024-04-22,Retail,Bangalore,1248.25,False,2024-04-22,4.0,5622.32,0.08000000000000007,-1799.14,1248.25,False,False,False,False,False,True,False,False,20690.1376,-1799.14,False,False,False,-1799.14,,False,False,1248.25
2265,Women,Soccer,Premier III,7,2,2422.97,0.4,0.0,2024-11-23,Retail,Delhi,-67.74,False,2024/11/23,,2422.97,,0.0,-67.74,False,False,False,False,True,False,True,True,2907.564,2907.564,False,False,False,2907.564,,False,False,-67.74
2266,Women,Basketball,LeBron 20,L,2,6431.1900000000005,0.42,0.0,2025-07-19,Retail,Kolkata,3475.59,False,19-07-2025,,,,0.0,3475.59,False,False,True,False,True,False,True,True,7460.180400000001,7460.180400000001,False,False,False,7460.180400000001,,False,False,3475.59
2267,Women,Running,Air Zoom,M,-1,3075.72,0.37,0.0,2024-12-20,Retail,Kolkata,238.78,True,2024-12-20,-1.0,3075.72,,0.0,238.78,False,False,False,False,True,False,True,False,-1937.7035999999998,-1937.7035999999998,False,False,False,-1937.7035999999998,,False,False,238.78
2268,Men,Soccer,Mercurial Superfly,M,3,7330.81,0.425,0.0,2023-11-16,Online,Kolkata,518.71,False,2023-11-16,3.0,7330.81,,0.0,518.71,False,False,False,False,True,False,True,False,12645.64725,12645.64725,False,False,False,12645.64725,,False,False,518.71
2269,Women,Training,ZoomX Invincible,11,4,6424.32,0.385,0.0,2024-07-14,Retail,Mumbai,-405.26,False,2024-07-14,4.0,6424.32,,0.0,-405.26,False,False,False,False,True,False,True,False,15803.8272,15803.8272,False,False,False,15803.8272,,False,False,-405.26
2270,Men,Running,React Infinity,XL,1,6492.155000000001,0.030000000000000027,0.0,2025-06-06,Retail,Pune,3088.25,False,06-06-2025,1.0,,0.030000000000000027,0.0,3088.25,False,False,True,False,False,False,True,False,6297.390350000001,6297.390350000001,False,False,False,6297.390350000001,,False,False,3088.25
2271,Kids,Lifestyle,Waffle One,9,2,5116.58,0.07,0.0,2024-05-03,Retail,Delhi,1293.94,False,2024-05-03,,5116.58,0.07,0.0,1293.94,False,False,False,False,False,False,True,True,9516.8388,9516.8388,False,False,False,9516.8388,,False,False,1293.94
2038,Women,Training,ZoomX Invincible,XL,1,7338.57,0.385,0.0,2024-10-21,Retail,Delhi,3680.24,False,21-10-2024,1.0,7338.57,,0.0,3680.24,False,False,False,False,True,False,True,False,4513.22055,4513.22055,False,False,False,4513.22055,,False,False,3680.24
2273,Kids,Running,Free RN,M,-1,4004.36,0.305,0.0,2024-01-30,Online,Kolkata,-614.66,True,2024-01-30,-1.0,4004.36,,0.0,-614.66,False,False,False,False,True,False,True,False,-2783.0302,-2783.0302,False,False,False,-2783.0302,,False,False,-614.66
2274,Women,Training,Metcon 7,6,4,5890.69,0.45,0.0,2025-06-13,Online,Bangalore,2561.89,False,2025/06/13,4.0,,0.45,0.0,2561.89,False,False,True,False,False,False,True,False,12959.518,12959.518,False,False,False,12959.518,,False,False,2561.89
2275,Kids,Running,Pegasus Turbo,M,-1,5644.675,0.305,0.0,2025-07-03,Online,Pune,-783.71,True,03-07-2025,-1.0,,,0.0,-783.71,False,False,True,False,True,False,True,False,-3923.0491250000005,-3923.0491250000005,False,False,False,-3923.0491250000005,,False,False,-783.71
2276,Kids,Lifestyle,Air Force 1,L,-1,6066.5,0.325,0.0,2023-08-29,Retail,Kolkata,1181.87,True,2023-08-29,-1.0,6066.5,,0.0,1181.87,False,False,False,False,True,False,True,False,-4094.8875000000003,-4094.8875000000003,False,False,False,-4094.8875000000003,,False,False,1181.87
2277,Kids,Basketball,LeBron 20,M,2,3682.84,0.42,0.0,2024-12-28,Online,Hyderabad,3967.77,False,2024/12/28,,3682.84,,0.0,3967.77,False,False,False,False,True,False,True,True,4272.094400000001,4272.094400000001,False,False,False,4272.094400000001,,True,False,3967.70565
2278,Men,Training,SuperRep Go,11,3,5280.57,0.21999999999999997,0.0,2025-03-07,Retail,Pune,3638.15,False,07-03-2025,,,0.21999999999999997,0.0,3638.15,False,False,True,False,False,False,True,True,12356.5338,12356.5338,False,False,False,12356.5338,,False,False,3638.15
2279,Women,Lifestyle,Blazer Mid,6,3,6383.24,0.26,0.0,2024-08-03,Retail,Mumbai,766.72,False,2024-08-03,,,,0.0,766.72,False,False,True,False,True,False,True,True,14170.792800000001,14170.792800000001,False,False,False,14170.792800000001,,False,False,766.72
2280,Women,Soccer,Mercurial Superfly,M,-1,6569.65,0.425,0.0,2025-02-13,Online,Delhi,3069.57,True,2025/02/13,-1.0,,,0.0,3069.57,False,False,True,False,True,False,True,False,-3777.5487499999995,-3777.5487499999995,False,False,False,-3777.5487499999995,,False,False,3069.57
2281,Kids,Lifestyle,Waffle One,M,2,5637.46,0.24,0.0,2025-07-13,Retail,Kolkata,1753.48,False,2025-07-13,2.0,,,0.0,1753.48,False,False,True,False,True,False,True,False,8568.9392,8568.9392,False,False,False,8568.9392,,False,False,1753.48
2282,Men,Running,Free RN,L,2,6293.58,0.26,0.0,2024-11-14,Retail,Mumbai,-1002.46,False,14-11-2024,,,0.26,0.0,-1002.46,False,False,True,False,False,True,True,True,9314.4984,9314.4984,False,False,False,9314.4984,,False,False,-1002.46
2283,Men,Soccer,Mercurial Superfly,10,1,6569.65,0.425,0.0,2024-08-21,Retail,Delhi,468.59,False,2024/08/21,1.0,,,0.0,468.59,False,False,True,False,True,False,True,False,3777.5487499999995,3777.5487499999995,False,False,False,3777.5487499999995,,False,False,468.59
2284,Kids,Soccer,Mercurial Superfly,M,2,6569.65,0.53,0.0,2024-10-08,Online,Kolkata,1370.01,False,08-10-2024,,,0.53,0.0,1370.01,False,False,True,False,False,False,True,True,6175.471,6175.471,False,False,False,6175.471,,False,False,1370.01
2285,Women,Basketball,LeBron 20,L,-1,6431.1900000000005,0.42,0.0,,Retail,Delhi,2211.71,True,,-1.0,,,0.0,2211.71,False,False,True,False,True,False,True,False,-3730.0902000000006,-3730.0902000000006,False,True,False,-3730.0902000000006,,False,False,2211.71
2286,Women,Lifestyle,Waffle One,L,2,5637.46,0.24,0.0,2024-10-16,Online,Bangalore,2419.09,False,2024-10-16,,,,0.0,2419.09,False,False,True,False,True,True,True,True,8568.9392,8568.9392,False,False,False,8568.9392,,False,False,2419.09
2287,Women,Running,React Infinity,9,3,6492.155000000001,0.49,0.0,,Online,Mumbai,-650.68,False,,3.0,,,0.0,-650.68,False,False,True,False,True,False,True,False,9932.997150000003,9932.997150000003,False,True,False,9932.997150000003,,False,False,-650.68
2288,Women,Training,ZoomX Invincible,M,2,6897.68,0.25,0.0,2024-08-24,Retail,Hyderabad,1570.91,False,24-08-2024,,,0.25,0.0,1570.91,False,False,True,False,False,True,True,True,10346.52,10346.52,False,False,False,10346.52,,False,False,1570.91
2289,Women,Running,Air Zoom,L,2,5550.99,0.51,0.0,,Retail,Mumbai,3161.45,False,,,,0.51,0.0,3161.45,False,False,True,False,False,False,True,True,5439.9702,5439.9702,False,True,False,5439.9702,,False,False,3161.45
2290,Women,Training,Flex Trainer,L,3,6383.55,0.37,0.0,2024-10-20,Online,Kolkata,546.66,False,20-10-2024,,,,0.0,546.66,False,False,True,False,True,False,True,True,12064.909500000002,12064.909500000002,False,False,False,12064.909500000002,,False,False,546.66
2291,Women,Basketball,LeBron 20,L,-1,6431.1900000000005,0.42,0.0,,Retail,Pune,2729.23,True,,-1.0,,,0.0,2729.23,False,False,True,False,True,False,True,False,-3730.0902000000006,-3730.0902000000006,False,True,False,-3730.0902000000006,,False,False,2729.23
2292,Women,Running,Free RN,M,2,6293.58,0.10000000000000009,0.0,2024-11-05,Online,Kolkata,1192.5,False,05-11-2024,2.0,,0.10000000000000009,0.0,1192.5,False,False,True,False,False,False,True,False,11328.444,11328.444,False,False,False,11328.444,,False,False,1192.5
2293,Women,Basketball,Air Jordan,XL,3,6235.71,0.24,0.0,2025-05-13,Retail,Mumbai,2525.87,False,13-05-2025,3.0,,,0.0,2525.87,False,False,True,False,True,False,True,False,14217.418800000001,14217.418800000001,False,False,False,14217.418800000001,,False,False,2525.87
2012,Women,Soccer,Phantom GT,XL,2,6320.59,0.38,0.0,2024-09-01,Retail,Hyderabad,-914.59,False,01-09-2024,,,,0.0,-914.59,False,False,True,False,True,True,True,True,7837.5316,7837.5316,False,False,False,7837.5316,,False,False,-914.59
2295,Kids,Lifestyle,Dunk Low,L,3,6202.99,0.81,0.0,2025-06-17,Retail,Hyderabad,3901.16,False,17-06-2025,,,0.81,0.0,3901.16,False,False,True,False,False,True,True,True,3535.7042999999994,3535.7042999999994,False,False,False,3535.7042999999994,,False,False,3901.16
2296,Women,Soccer,Phantom GT,XL,2,6320.59,0.38,0.0,2024-08-15,Online,Delhi,-1188.86,False,2024/08/15,,,,0.0,-1188.86,False,False,True,False,True,True,True,True,7837.5316,7837.5316,False,False,False,7837.5316,,True,False,-1181.5548999999999
2297,Kids,Basketball,LeBron 20,M,2,6356.31,0.74,0.0,2024-12-31,Online,Pune,454.97,False,31-12-2024,,6356.31,0.74,0.0,454.97,False,False,False,False,False,False,True,True,3305.2812000000004,3305.2812000000004,False,False,False,3305.2812000000004,,False,False,454.97
2298,Men,Training,SuperRep Go,M,3,5571.14,0.49,0.0,2025-06-11,Retail,Kolkata,3445.5,False,11-06-2025,,5571.14,0.49,0.0,3445.5,False,False,False,False,False,True,True,True,8523.844200000001,8523.844200000001,False,False,False,8523.844200000001,,False,False,3445.5
2299,Kids,Soccer,Phantom GT,XL,2,6320.59,0.77,0.0,2025-05-09,Online,Hyderabad,2596.8,False,09-05-2025,2.0,,0.77,0.0,2596.8,False,False,True,False,False,True,True,False,2907.4714,2907.4714,False,False,False,2907.4714,,False,False,2596.8
2300,Men,Basketball,Air Jordan,L,3,6331.64,0.78,4178.88,2024-08-17,Retail,Delhi,3380.28,False,17-08-2024,3.0,6331.64,0.78,4178.88,3380.28,False,False,False,False,False,False,False,False,4178.8823999999995,4178.88,False,False,False,4178.88,,False,False,3380.28
2301,Men,Soccer,Mercurial Superfly,XL,2,7982.2,0.425,0.0,2024-12-29,Online,Pune,-505.58,False,29-12-2024,,7982.2,,0.0,-505.58,False,False,False,False,True,False,True,True,9179.529999999999,9179.529999999999,False,False,False,9179.529999999999,,False,False,-505.58
2302,Women,Running,Air Zoom,XL,0,5550.99,0.37,0.0,2025-02-27,Retail,Hyderabad,1489.99,False,2025/02/27,0.0,,,0.0,1489.99,False,False,True,False,True,False,True,False,0.0,0.0,True,False,False,0.0,,False,False,1489.99
2303,Kids,Running,Free RN,L,2,2504.09,0.305,0.0,2024-12-24,Retail,Hyderabad,2971.55,False,24-12-2024,2.0,2504.09,,0.0,2971.55,False,False,False,False,True,False,True,False,3480.6851000000006,3480.6851000000006,False,False,False,3480.6851000000006,,False,False,2971.55
