Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Revenue_Capped,Order_Date,Sales_Channel,Region,Profit,Profit_Capped,is_return,Is_Zero_Sales,Units_Sold_Imputed_Flag,Date_Missing_Flag,Revenue_Outlier_Flag,Profit_Outlier_Flag,Profit_Ratio_Flag
2692,Women,Training,Metcon 7,XL,2,5890.69,0.47,6244.1314,6244.1314,2024-06-02,Online,Bangalore,2528.27,2528.27,False,False,True,False,False,False,False
2693,Kids,Training,ZoomX Invincible,10,2,6897.68,0.385,8484.1464,8484.1464,2025-05-11,Online,Bangalore,262.12,262.12,False,False,True,False,False,False,False
2694,Women,Training,Metcon 7,M,2,5890.69,0.39,7186.641799999999,7186.641799999999,2024-07-25,Online,Hyderabad,-249.45,-249.45,False,False,True,False,False,False,False
2695,Men,Basketball,Air Jordan,L,-1,6235.71,0.24,-4739.1396,-4739.1396,2024-10-12,Online,Hyderabad,3234.28,3234.28,True,False,False,False,False,False,False
2696,Women,Lifestyle,Blazer Mid,L,3,6383.24,0.0,19149.72,19149.72,2024-11-22,Online,Mumbai,66.43,66.43,False,False,True,False,False,False,False
2697,Men,Basketball,Air Jordan,M,-1,6235.71,0.09,-5674.4961,-5674.4961,2025-06-25,Online,Delhi,681.86,681.86,True,False,False,False,False,False,False
2698,Men,Basketball,LeBron 20,XL,2,6431.1900000000005,0.02,12605.1324,12605.1324,,Retail,Mumbai,1680.5,1680.5,False,False,True,True,False,False,False
2699,Men,Lifestyle,Dunk Low,XL,0,6202.99,0.39,0.0,0.0,2025-02-21,Online,Mumbai,1052.65,1052.65,False,True,False,False,False,False,False
2700,Kids,Training,Metcon 7,XL,0,5890.69,0.48,0.0,0.0,2025-07-11,Retail,Bangalore,1423.83,1423.83,False,True,False,False,False,False,False
2701,Men,Training,SuperRep Go,XL,3,5280.57,0.32,10772.362799999999,10772.362799999999,2024-11-29,Online,Delhi,2007.01,2007.01,False,False,True,False,False,False,False
2702,Men,Basketball,Kyrie Flytrap,XL,0,5066.14,0.46499999999999997,0.0,0.0,2024-12-16,Online,Pune,687.32,687.32,False,True,False,False,False,False,False
2703,Kids,Running,Pegasus Turbo,L,2,5214.32,0.305,7247.9048,7247.9048,2025-06-24,Online,Kolkata,-637.13,-637.13,False,False,True,False,False,False,False
2704,Women,Basketball,LeBron 20,L,2,5094.43,0.42,5909.538800000001,5909.538800000001,,Online,Hyderabad,1765.36,1765.36,False,False,True,True,False,False,False
2705,Men,Running,Pegasus Turbo,L,2,5644.675,0.305,7846.098250000001,7846.098250000001,2024-01-07,Retail,Pune,-37.88,-37.88,False,False,True,False,False,False,False
2706,Women,Training,ZoomX Invincible,XL,0,6897.68,0.385,0.0,0.0,2025-05-08,Retail,Kolkata,3153.1,3153.1,False,True,False,False,False,False,False
2707,Men,Running,Free RN,XL,2,2996.2,0.49,3056.124,3056.124,,Online,Hyderabad,2913.41,2913.41,False,False,True,True,False,False,False
2708,Kids,Basketball,Kyrie Flytrap,L,2,4523.72,0.46499999999999997,4840.380400000001,4840.380400000001,2024-10-14,Online,Hyderabad,-237.9,-237.9,False,False,True,False,False,False,False
2709,Kids,Running,Free RN,10,1,6302.98,0.48,3277.55,3277.55,2025-03-08,Retail,Delhi,2835.93,2835.93,False,False,False,False,False,False,False
2710,Women,Lifestyle,Blazer Mid,M,2,4669.75,0.26,6911.23,6911.23,,Retail,Bangalore,-987.12,-987.12,False,False,False,True,False,False,False
2711,Men,Soccer,Mercurial Superfly,7,2,6569.65,0.425,7555.097499999999,7555.097499999999,,Online,Delhi,756.18,756.18,False,False,False,True,False,False,False
2712,Women,Running,Pegasus Turbo,XL,2,5644.675,0.305,7846.098250000001,7846.098250000001,2024-07-22,Retail,Delhi,3024.11,3024.11,False,False,True,False,False,False,False
2713,Men,Lifestyle,Air Force 1,L,1,7877.36,0.55,3544.81,3544.81,2025-05-10,Retail,Kolkata,3663.49,3663.49,False,False,False,False,False,False,False
2026,Women,Running,Air Zoom,L,2,2491.06,0.37,3138.7356,3138.7356,2024-09-04,Retail,Bangalore,1660.44,1660.44,False,False,True,False,False,False,False
2715,Kids,Basketball,LeBron 20,L,0,6431.1900000000005,0.07000000000000006,0.0,0.0,2025-06-13,Online,Kolkata,-1164.37,-1164.37,False,True,False,False,False,False,False
2716,Kids,Training,SuperRep Go,M,0,4830.96,0.32,0.0,0.0,2024-11-17,Online,Pune,1344.73,1344.73,False,True,False,False,False,False,False
2717,Men,Running,Free RN,M,0,9473.09,0.305,0.0,0.0,2024-11-17,Online,Delhi,3055.36,3055.36,False,True,False,False,False,False,False
2718,Men,Basketball,LeBron 20,7,2,8485.23,0.42,9842.866800000002,9842.866800000002,,Retail,Bangalore,637.62,637.62,False,False,True,True,False,False,False
2719,Women,Training,Metcon 7,M,2,4819.76,0.39,5880.1072,5880.1072,2024-03-22,Retail,Kolkata,2066.12,2066.12,False,False,True,False,False,False,False
2720,Kids,Training,ZoomX Invincible,M,2,6897.68,0.385,8484.1464,8484.1464,,Retail,Delhi,2548.78,2548.78,False,False,True,True,False,False,False
2721,Kids,Training,Flex Trainer,L,0,6383.55,0.37,0.0,0.0,2023-11-11,Online,Bangalore,1275.23,1275.23,False,True,False,False,False,False,False
2722,Women,Lifestyle,Dunk Low,L,0,6202.99,0.09,0.0,0.0,2024-09-30,Online,Kolkata,818.65,818.65,False,True,False,False,False,False,False
2723,Women,Lifestyle,Dunk Low,XL,3,3403.54,0.39,6228.4782,6228.4782,2025-03-10,Online,Kolkata,221.41,221.41,False,False,True,False,False,False,False
2724,Women,Training,Flex Trainer,L,3,8007.22,0.37,15133.6458,15133.6458,2025-01-16,Online,Delhi,1190.2,1190.2,False,False,True,False,False,False,False
2012,Men,Lifestyle,Dunk Low,XL,3,2174.89,0.39,3980.0487,3980.0487,,Retail,Kolkata,-406.38,-406.38,False,False,True,True,False,False,False
2726,Women,Training,Flex Trainer,XL,3,6383.55,0.48,9958.338000000002,9958.338000000002,2024-08-19,Retail,Pune,1392.27,1392.27,False,False,True,False,False,False,False
2727,Men,Lifestyle,Waffle One,M,2,6154.32,0.94,738.5184000000006,738.5184000000006,,Online,Kolkata,2004.4,2004.4,False,False,True,True,False,False,True
2018,Kids,Soccer,Tiempo Legend,L,3,6045.785,0.24,13784.389799999999,13784.389799999999,2025-02-15,Retail,Bangalore,-701.28,-701.28,False,False,True,False,False,False,False
2729,Kids,Training,Flex Trainer,XL,3,6383.55,0.37,12064.909500000002,12064.909500000002,2025-04-29,Retail,Delhi,2079.06,2079.06,False,False,True,False,False,False,False
2730,Women,Lifestyle,Dunk Low,L,1,6202.99,0.39,3783.8239,3783.8239,,Online,Hyderabad,2140.93,2140.93,False,False,False,True,False,False,False
2731,Kids,Lifestyle,Dunk Low,M,3,6202.99,0.39,11351.4717,11351.4717,2025-03-28,Online,Kolkata,3961.27,3961.27,False,False,False,False,False,False,False
2732,Women,Training,SuperRep Go,M,0,3402.8,0.32,0.0,0.0,2025-03-01,Online,Hyderabad,1045.5,1045.5,False,True,False,False,False,False,False
2733,Women,Running,Free RN,L,2,6743.38,0.305,9373.298200000001,9373.298200000001,2024-11-22,Online,Pune,1908.63,1908.63,False,False,True,False,False,False,False
2734,Women,Soccer,Tiempo Legend,M,-1,6045.785,0.24,-4594.7966,-4594.7966,2025-07-10,Online,Bangalore,1229.08,1229.08,True,False,False,False,False,False,False
2735,Kids,Running,Free RN,XL,2,6293.58,0.305,8748.076200000001,8748.076200000001,2024-08-05,Online,Kolkata,928.63,928.63,False,False,True,False,False,False,False
2736,Men,Soccer,Tiempo Legend,M,3,6045.785,0.49,9250.05105,9250.05105,2025-02-22,Retail,Delhi,3042.49,3042.49,False,False,True,False,False,False,False
2737,Kids,Basketball,Kyrie Flytrap,XL,2,5066.14,0.46499999999999997,5420.769800000001,5420.769800000001,2024-09-10,Retail,Mumbai,144.37,144.37,False,False,True,False,False,False,False
2738,Women,Training,ZoomX Invincible,M,3,6897.68,0.39,12622.7544,12622.7544,2025-05-11,Retail,Pune,-712.53,-712.53,False,False,False,False,False,False,False
2739,Kids,Running,Free RN,L,2,6293.58,0.26,9314.4984,9314.4984,2025-02-04,Online,Kolkata,2350.69,2350.69,False,False,False,False,False,False,False
2740,Women,Lifestyle,Air Force 1,XL,1,4922.19,0.325,3322.47825,3322.47825,,Retail,Bangalore,3820.48,3820.48,False,False,False,True,False,False,False
2741,Women,Training,SuperRep Go,L,3,5241.9,0.32,10693.475999999999,10693.475999999999,2025-01-15,Online,Hyderabad,-295.49,-295.49,False,False,True,False,False,False,False
2742,Kids,Lifestyle,Blazer Mid,XL,3,7063.25,0.26,15680.414999999999,15680.414999999999,2024-11-14,Online,Mumbai,3746.48,3746.48,False,False,True,False,False,False,False
2003,Women,Training,ZoomX Invincible,XL,4,7850.87,0.020000000000000018,-628.07,-628.07,2025-04-01,Online,Kolkata,992.14,992.14,False,False,False,False,False,False,False
2744,Men,Running,Pegasus Turbo,L,1,7951.27,0.305,5526.1326500000005,5526.1326500000005,,Retail,Delhi,-154.17,-154.17,False,False,False,True,False,False,False
2745,Men,Soccer,Phantom GT,XL,-1,6320.59,0.94,-379.23540000000037,-379.23540000000037,2024-12-31,Retail,Hyderabad,501.65,501.65,True,False,False,False,False,False,False
2746,Women,Basketball,Air Jordan,L,-1,9795.69,0.24,-7444.7244,-7444.7244,2024-09-21,Online,Mumbai,1044.46,1044.46,True,False,False,False,False,False,False
2747,Men,Soccer,Tiempo Legend,XL,4,2483.97,0.24,7551.2688,7551.2688,,Online,Delhi,-609.36,-609.36,False,False,False,True,False,False,False
2748,Men,Basketball,Kyrie Flytrap,XL,2,5066.14,0.05,9625.666000000001,9625.666000000001,2024-08-14,Retail,Pune,1010.96,1010.96,False,False,True,False,False,False,False
2028,Kids,Training,ZoomX Invincible,M,2,5474.79,0.385,6733.9917,6733.9917,2025-03-01,Online,Pune,-682.62,-682.62,False,False,True,False,False,False,False
2750,Women,Lifestyle,Dunk Low,L,3,6202.99,0.39,11351.4717,11351.4717,,Online,Hyderabad,2924.09,2924.09,False,False,True,True,False,False,False
2751,Men,Basketball,Air Jordan,XL,2,4776.83,0.24,7260.7816,7260.7816,2025-03-09,Retail,Delhi,2857.99,2857.99,False,False,True,False,False,False,False
2752,Kids,Lifestyle,Waffle One,L,0,5637.46,0.24,0.0,0.0,2025-02-23,Retail,Pune,341.26,341.26,False,True,False,False,False,False,False
2753,Men,Running,Pegasus Turbo,L,2,5644.675,0.305,7846.098250000001,7846.098250000001,2024-12-02,Retail,Kolkata,-364.23,-364.23,False,False,True,False,False,False,False
2754,Kids,Training,ZoomX Invincible,XL,1,6897.68,0.385,4242.0732,4242.0732,2025-01-03,Online,Kolkata,3565.12,3565.12,False,False,False,False,False,False,False
2755,Men,Running,React Infinity,M,3,8574.0,0.49,13118.22,13118.22,2024-12-24,Online,Bangalore,161.95,161.95,False,False,False,False,False,False,False
2756,Women,Lifestyle,Waffle One,L,2,8510.85,0.1100000000000001,15149.312999999998,15149.312999999998,2023-09-21,Retail,Bangalore,1491.91,1491.91,False,False,True,False,False,False,False
2757,Men,Soccer,Phantom GT,XL,0,3101.14,0.38,0.0,0.0,2025-05-21,Online,Hyderabad,-271.85,-271.85,False,True,False,False,False,False,False
2758,Women,Lifestyle,Waffle One,M,2,5637.46,0.24,8568.9392,8568.9392,,Online,Pune,3986.03,3967.70565,False,False,True,True,False,True,False
2759,Kids,Soccer,Premier III,M,2,5773.245,0.4,6927.893999999999,6927.893999999999,2024-01-26,Retail,Delhi,1822.72,1822.72,False,False,True,False,False,False,False
2760,Men,Training,SuperRep Go,7,3,5280.57,0.32,10772.362799999999,10772.362799999999,2025-05-28,Online,Mumbai,1496.19,1496.19,False,False,True,False,False,False,False
2761,Kids,Soccer,Premier III,M,4,5773.245,0.4,13855.787999999999,13855.787999999999,,Retail,Delhi,2588.03,2588.03,False,False,False,True,False,False,False
2762,Women,Running,Pegasus Turbo,L,2,5644.675,0.305,7846.098250000001,7846.098250000001,,Retail,Mumbai,-355.55,-355.55,False,False,False,True,False,False,False
2763,Women,Soccer,Phantom GT,10,4,3328.58,0.38,8254.8784,8254.8784,2024-07-31,Online,Pune,-763.34,-763.34,False,False,False,False,False,False,False
2764,Kids,Lifestyle,Blazer Mid,XL,3,7776.94,0.26,17264.8068,17264.8068,2025-03-17,Retail,Kolkata,-532.24,-532.24,False,False,True,False,False,False,False
2765,Women,Soccer,Premier III,M,2,6370.84,0.4,7645.008,7645.008,2025-06-24,Online,Mumbai,1609.7,1609.7,False,False,True,False,False,False,False
2766,Women,Lifestyle,Dunk Low,L,-1,2609.07,0.39,-1591.5327,-1591.5327,2024-12-23,Retail,Mumbai,-265.27,-265.27,True,False,False,False,False,False,False
2767,Kids,Basketball,Zoom Freak,L,3,6887.39,0.35,13430.410500000002,13430.410500000002,2025-07-21,Online,Delhi,1562.76,1562.76,False,False,True,False,False,False,False
2768,Men,Basketball,LeBron 20,XL,2,6431.1900000000005,0.42,7460.180400000001,7460.180400000001,2025-01-03,Online,Pune,3525.96,3525.96,False,False,True,False,False,False,False
2050,Men,Basketball,LeBron 20,XL,2,8335.48,0.57,7168.5128,7168.5128,2025-06-30,Retail,Mumbai,832.37,832.37,False,False,True,False,False,False,False
2770,Men,Soccer,Tiempo Legend,9,3,6045.785,0.7,5441.2065,5441.2065,2024-08-22,Online,Kolkata,-1095.12,-1095.12,False,False,True,False,False,False,False
2771,Men,Running,Pegasus Turbo,M,2,5222.92,0.305,7259.858800000001,7259.858800000001,2025-05-26,Online,Delhi,1804.67,1804.67,False,False,True,False,False,False,False
2772,Kids,Basketball,Zoom Freak,12,3,6435.66,0.35,12549.537,12549.537,2025-01-04,Online,Pune,2332.29,2332.29,False,False,True,False,False,False,False
2773,Women,Training,ZoomX Invincible,M,1,5045.62,0.20999999999999996,-1059.58,-1059.58,2025-04-02,Online,Hyderabad,1191.02,1191.02,False,False,False,False,False,False,False
2774,Women,Running,Free RN,XL,2,6293.58,0.305,8748.076200000001,8748.076200000001,,Online,Bangalore,585.97,585.97,False,False,True,True,False,False,False
2775,Men,Lifestyle,Air Force 1,L,2,6323.09,0.73,3414.4686,3414.4686,,Online,Pune,2329.33,2329.33,False,False,True,True,False,False,False
2776,Men,Training,Flex Trainer,L,3,6383.55,0.37,12064.909500000002,12064.909500000002,2025-03-17,Retail,Mumbai,1143.68,1143.68,False,False,True,False,False,False,False
2777,Kids,Basketball,Air Jordan,XL,2,9062.25,0.24,13774.62,13774.62,,Retail,Kolkata,-9.69,-9.69,False,False,True,True,False,False,False
2778,Kids,Soccer,Phantom GT,11,0,4462.26,0.38,0.0,0.0,2025-06-20,Online,Hyderabad,1006.73,1006.73,False,True,False,False,False,False,False
2779,Kids,Basketball,Kyrie Flytrap,L,2,5066.14,0.09,9220.374800000001,9220.374800000001,2024-12-06,Online,Bangalore,-187.36,-187.36,False,False,True,False,False,False,False
2780,Men,Training,Metcon 7,6,1,4308.75,0.32,2929.95,2929.95,,Online,Hyderabad,799.35,799.35,False,False,False,True,False,False,False
2781,Men,Training,Metcon 7,12,1,6546.59,0.68,2094.91,2094.91,2023-09-03,Retail,Bangalore,1504.31,1504.31,False,False,False,False,False,False,False
2782,Women,Training,ZoomX Invincible,8,2,8292.37,0.385,10199.6151,10199.6151,,Online,Pune,-816.55,-816.55,False,False,True,True,False,False,False
2783,Women,Running,React Infinity,L,3,6492.155000000001,0.36,12464.937600000003,12464.937600000003,2024-09-08,Retail,Pune,134.95,134.95,False,False,True,False,False,False,False
2784,Women,Basketball,Kyrie Flytrap,M,2,5066.14,0.46499999999999997,5420.769800000001,5420.769800000001,2025-01-28,Online,Pune,2982.03,2982.03,False,False,True,False,False,False,False
2785,Women,Lifestyle,Blazer Mid,L,2,6383.24,0.26,9447.1952,9447.1952,2024-10-20,Retail,Hyderabad,-834.71,-834.71,False,False,False,False,False,False,False
2786,Women,Lifestyle,Blazer Mid,9,3,6383.24,0.59,7851.385200000001,7851.385200000001,2024-10-20,Online,Hyderabad,3872.35,3872.35,False,False,True,False,False,False,False
2787,Kids,Training,Metcon 7,12,3,3440.88,0.39,6296.810399999999,6296.810399999999,2024-08-31,Online,Pune,22.93,22.93,False,False,False,False,False,False,False
2788,Women,Soccer,Mercurial Superfly,M,2,7478.84,0.425,8600.666,8600.666,2024-01-04,Retail,Hyderabad,-18.4,-18.4,False,False,True,False,False,False,False
2789,Kids,Lifestyle,Dunk Low,M,3,6202.99,0.39,11351.4717,11351.4717,2024-01-15,Retail,Kolkata,1756.75,1756.75,False,False,True,False,False,False,False
2790,Kids,Running,React Infinity,XL,3,6492.155000000001,0.49,9932.997150000003,9932.997150000003,2024-08-17,Retail,Delhi,2554.82,2554.82,False,False,True,False,False,False,False
2791,Kids,Training,Metcon 7,M,2,5890.69,0.39,7186.641799999999,7186.641799999999,2024-05-29,Retail,Delhi,1194.43,1194.43,False,False,True,False,False,False,False
2792,Kids,Lifestyle,Waffle One,L,-1,4338.16,0.24,-3297.0016,-3297.0016,2025-05-08,Online,Kolkata,-328.05,-328.05,True,False,False,False,False,False,False
2793,Men,Running,Pegasus Turbo,XL,0,5644.675,0.305,0.0,0.0,2024-10-12,Retail,Bangalore,922.24,922.24,False,True,False,False,False,False,False
2794,Women,Soccer,Mercurial Superfly,M,2,6569.65,0.21999999999999997,10248.654,10248.654,,Online,Mumbai,3833.78,3833.78,False,False,True,True,False,False,False
2795,Women,Running,React Infinity,L,0,6492.155000000001,0.49,0.0,0.0,,Retail,Delhi,-615.37,-615.37,False,True,False,True,False,False,False
2796,Men,Lifestyle,Dunk Low,12,-1,2849.49,0.39,-1738.1888999999999,-1738.1888999999999,2023-11-08,Retail,Mumbai,2597.58,2597.58,True,False,False,False,False,False,False
2797,Women,Lifestyle,Dunk Low,L,3,2162.29,0.39,3956.9907,3956.9907,2025-03-30,Retail,Delhi,3158.47,3158.47,False,False,True,False,False,False,False
2798,Kids,Lifestyle,Dunk Low,M,3,8546.98,0.39,15640.973399999999,15640.973399999999,,Retail,Mumbai,430.88,430.88,False,False,True,True,False,False,False
2799,Kids,Training,SuperRep Go,M,3,2359.47,0.54,3256.07,3256.07,2025-07-08,Online,Mumbai,3165.65,3165.65,False,False,False,False,False,False,False
2800,Women,Running,React Infinity,6,0,8737.08,0.9,0.0,0.0,2025-03-13,Online,Delhi,1737.0,1737.0,False,True,False,False,False,False,False
2801,Women,Running,React Infinity,8,2,6492.155000000001,0.49,6621.998100000001,6621.998100000001,2024-02-13,Retail,Mumbai,2966.12,2966.12,False,False,False,False,False,False,False
2802,Men,Running,Free RN,L,3,6293.58,0.305,13122.1143,13122.1143,2024-01-19,Online,Kolkata,-231.73,-231.73,False,False,False,False,False,False,False
2803,Women,Soccer,Mercurial Superfly,XL,0,6569.65,0.425,0.0,0.0,2023-11-02,Online,Hyderabad,83.11,83.11,False,True,False,False,False,False,False
2804,Kids,Running,Pegasus Turbo,XL,-1,5644.675,0.305,-3923.0491250000005,-3923.0491250000005,,Online,Hyderabad,2270.96,2270.96,True,False,False,True,False,False,False
2805,Women,Running,Pegasus Turbo,L,-1,5644.675,0.82,-1016.0415000000003,-1016.0415000000003,2023-08-28,Online,Pune,2037.76,2037.76,True,False,False,False,False,False,True
2806,Kids,Basketball,Kyrie Flytrap,7,3,4466.78,0.46499999999999997,7169.1819000000005,7169.1819000000005,2024-02-10,Online,Bangalore,2407.08,2407.08,False,False,False,False,False,False,False
2807,Kids,Training,ZoomX Invincible,L,2,6897.68,0.385,8484.1464,8484.1464,2024-10-01,Online,Hyderabad,875.36,875.36,False,False,False,False,False,False,False
2808,Women,Running,Pegasus Turbo,L,0,7810.49,0.305,0.0,0.0,,Online,Bangalore,-65.85,-65.85,False,True,False,True,False,False,False
2809,Women,Running,Free RN,L,0,3260.38,0.08,0.0,0.0,,Retail,Mumbai,-554.84,-554.84,False,True,False,True,False,False,False
2810,Men,Running,Air Zoom,7,2,2943.44,0.53,2766.83,2766.83,,Retail,Hyderabad,405.67,405.67,False,False,False,True,False,False,False
2811,Men,Basketball,Zoom Freak,8,3,9153.02,0.35,17848.389000000003,17848.389000000003,2025-01-24,Retail,Bangalore,-77.61,-77.61,False,False,False,False,False,False,False
2812,Men,Basketball,LeBron 20,XL,2,9507.39,0.01,18824.63,18824.63,2024-08-08,Online,Kolkata,2570.01,2570.01,False,False,False,False,False,False,False
2813,Men,Running,Free RN,M,4,7450.8,0.305,20713.224000000002,20713.224000000002,,Online,Bangalore,2098.29,2098.29,False,False,False,True,False,False,False
2814,Kids,Running,React Infinity,M,0,6492.155000000001,0.49,0.0,0.0,2024-10-07,Online,Delhi,1702.06,1702.06,False,True,False,False,False,False,False
2815,Kids,Training,Flex Trainer,L,0,6383.55,0.15999999999999992,0.0,0.0,,Online,Kolkata,3281.98,3281.98,False,True,False,True,False,False,False
2816,Men,Basketball,LeBron 20,M,3,5983.35,0.42,10411.029000000002,10411.029000000002,2025-01-22,Retail,Hyderabad,916.13,916.13,False,False,False,False,False,False,False
2032,Women,Soccer,Mercurial Superfly,10,2,6569.65,0.96,525.5720000000005,525.5720000000005,2024-10-16,Online,Kolkata,-596.41,-596.41,False,False,False,False,False,False,False
2818,Kids,Soccer,Premier III,M,-1,5773.245,0.4,-3463.9469999999997,-3463.9469999999997,2025-05-08,Retail,Pune,-797.91,-797.91,True,False,False,False,False,False,False
2819,Kids,Soccer,Premier III,9,2,7645.41,0.4,9174.492,9174.492,2025-01-20,Retail,Bangalore,593.62,593.62,False,False,True,False,False,False,False
2820,Women,Lifestyle,Blazer Mid,M,4,8659.15,0.26,25631.084,21815.794950000003,2024-08-05,Online,Mumbai,2078.39,2078.39,False,False,False,False,True,False,False
2821,Kids,Lifestyle,Air Force 1,L,0,3360.35,0.325,0.0,0.0,2025-04-08,Online,Delhi,2991.25,2991.25,False,True,False,False,False,False,False
2822,Women,Lifestyle,Blazer Mid,11,3,8314.34,0.26,18457.8348,18457.8348,2025-07-10,Retail,Bangalore,-1145.98,-1145.98,False,False,True,False,False,False,False
2823,Men,Soccer,Mercurial Superfly,L,1,6569.65,0.425,3777.5487499999995,3777.5487499999995,2024-07-27,Retail,Mumbai,-1125.91,-1125.91,False,False,False,False,False,False,False
2824,Men,Basketball,Air Jordan,L,4,5123.35,0.24,15574.984000000002,15574.984000000002,2024-11-02,Online,Mumbai,1620.37,1620.37,False,False,False,False,False,False,False
2825,Kids,Training,SuperRep Go,M,3,5280.57,0.32,10772.362799999999,10772.362799999999,,Retail,Pune,2322.87,2322.87,False,False,True,True,False,False,False
2826,Kids,Lifestyle,Blazer Mid,M,2,6383.24,0.01,12638.8152,12638.8152,,Retail,Bangalore,262.81,262.81,False,False,False,True,False,False,False
2827,Men,Basketball,Air Jordan,L,0,4278.28,0.16999999999999993,0.0,0.0,2025-01-27,Retail,Hyderabad,860.32,860.32,False,True,False,False,False,False,False
2828,Women,Training,ZoomX Invincible,XL,2,2095.0,0.385,2576.85,2576.85,2024-09-05,Online,Hyderabad,-831.4,-831.4,False,False,True,False,False,False,False
2829,Men,Basketball,LeBron 20,XL,2,6431.1900000000005,0.42,7460.180400000001,7460.180400000001,2024-07-17,Online,Kolkata,2539.92,2539.92,False,False,True,False,False,False,False
2830,Men,Basketball,Air Jordan,XL,-1,8572.48,0.88,-1028.7,-1028.7,,Online,Delhi,1221.09,1221.09,True,False,False,True,False,False,False
2831,Women,Training,SuperRep Go,7,4,5280.57,0.32,14363.150399999999,14363.150399999999,2024-11-10,Online,Mumbai,3134.87,3134.87,False,False,False,False,False,False,False
2832,Kids,Basketball,Kyrie Flytrap,L,0,5066.14,0.15,0.0,0.0,2024-05-17,Retail,Hyderabad,752.0,752.0,False,True,False,False,False,False,False
2833,Women,Training,Flex Trainer,XL,4,2224.9,0.37,5606.7480000000005,5606.7480000000005,2025-01-19,Online,Pune,-16.04,-16.04,False,False,False,False,False,False,False
2834,Kids,Training,Flex Trainer,M,-1,9544.08,0.37,-6012.7704,-6012.7704,2024-09-05,Retail,Kolkata,575.58,575.58,True,False,False,False,False,False,False
2835,Women,Lifestyle,Air Force 1,L,2,9240.64,0.63,6838.0736,6838.0736,2024-10-07,Retail,Pune,1873.76,1873.76,False,False,True,False,False,False,False
2836,Men,Basketball,Kyrie Flytrap,L,0,9098.9,0.75,0.0,0.0,2025-07-22,Retail,Delhi,2729.87,2729.87,False,True,False,False,False,False,False
2837,Women,Running,Pegasus Turbo,L,2,8889.68,0.305,12356.655200000001,12356.655200000001,,Online,Mumbai,2191.17,2191.17,False,False,True,True,False,False,False
2838,Women,Basketball,Air Jordan,XL,4,8605.73,0.24,26161.4192,21815.794950000003,2025-01-08,Retail,Pune,-990.99,-990.99,False,False,False,False,True,False,False
2839,Men,Lifestyle,Waffle One,6,2,5637.46,0.24,8568.9392,8568.9392,2025-03-03,Online,Hyderabad,2992.52,2992.52,False,False,True,False,False,False,False
2050,Women,Lifestyle,Blazer Mid,L,-1,6383.24,0.26,-4723.5976,-4723.5976,2024-11-28,Online,Kolkata,3407.87,3407.87,True,False,False,False,False,False,False
2841,Men,Basketball,LeBron 20,M,1,4166.94,0.42,2416.8252,2416.8252,,Online,Delhi,2865.93,2865.93,False,False,False,True,False,False,False
2842,Women,Soccer,Phantom GT,M,-1,6320.59,0.38,-3918.7658,-3918.7658,2025-01-19,Online,Bangalore,-1193.98,-1181.5548999999999,True,False,False,False,False,True,False
2843,Men,Training,SuperRep Go,12,3,5280.57,0.32,10772.362799999999,10772.362799999999,2025-04-25,Online,Mumbai,3574.05,3574.05,False,False,True,False,False,False,False
2844,Men,Lifestyle,Waffle One,L,2,6495.53,0.23,10003.12,10003.12,,Retail,Mumbai,-951.85,-951.85,False,False,False,True,False,False,False
2845,Men,Training,ZoomX Invincible,M,2,6897.68,0.385,8484.1464,8484.1464,2023-10-31,Retail,Pune,40.98,40.98,False,False,True,False,False,False,False
2846,Kids,Training,ZoomX Invincible,L,2,2932.99,0.385,3607.5777,3607.5777,2024-10-29,Online,Pune,-543.26,-543.26,False,False,True,False,False,False,False
2847,Men,Training,Metcon 7,XL,0,5890.69,0.16,0.0,0.0,2024-11-16,Online,Bangalore,3988.85,3967.70565,False,True,False,False,False,True,False
2848,Kids,Running,Free RN,8,2,9476.8,0.03,18384.992,18384.992,2024-08-14,Online,Hyderabad,-350.03,-350.03,False,False,True,False,False,False,False
2008,Men,Running,Air Zoom,XL,2,5550.99,0.37,6994.2474,6994.2474,2024-07-25,Retail,Mumbai,-639.42,-639.42,False,False,True,False,False,False,False
2850,Kids,Lifestyle,Waffle One,XL,2,5637.46,0.24,8568.9392,8568.9392,2024-11-10,Retail,Pune,458.86,458.86,False,False,False,False,False,False,False
2851,Kids,Lifestyle,Blazer Mid,XL,3,2241.11,0.26,4975.2642,4975.2642,2024-12-28,Online,Mumbai,1243.95,1243.95,False,False,True,False,False,False,False
2852,Kids,Running,React Infinity,8,3,6492.155000000001,0.49,9932.997150000003,9932.997150000003,,Online,Delhi,-234.16,-234.16,False,False,True,True,False,False,False
2853,Women,Basketball,Kyrie Flytrap,XL,2,5066.14,0.46499999999999997,5420.769800000001,5420.769800000001,2025-02-06,Retail,Hyderabad,3841.05,3841.05,False,False,True,False,False,False,False
2854,Women,Basketball,LeBron 20,XL,-1,6431.1900000000005,0.98,-128.62380000000013,-128.62380000000013,2023-11-07,Online,Pune,1103.35,1103.35,True,False,False,False,False,False,True
2855,Kids,Basketball,Air Jordan,XL,2,2809.8,0.24,4270.896000000001,4270.896000000001,2025-04-20,Online,Mumbai,-425.73,-425.73,False,False,True,False,False,False,False
