Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Sales_Channel,Region,Profit,Units_Imputed_Baseline,Is_Zero_Sales,Date_Missing_Flag,Revenue_Capped
2683,Kids,Lifestyle,Dunk Low,12.0,1.0,0.0,0.0,0.0,2025-12-06,Online,Mumbai,1119.71,False,False,False,0.0
2684,Men,Lifestyle,Blazer Mid,10.0,0.0,4398.68,0.73,0.0,2025-11-04,Retail,Mumbai,1556.61,False,True,False,0.0
2685,Kids,Lifestyle,Dunk Low,8.0,4.0,0.0,0.0,0.0,2025-05-22,Retail,Hyderabad,1377.72,False,False,False,0.0
2686,Women,Lifestyle,Blazer Mid,10.0,0.0,9585.39,0.030000000000000027,0.0,2025-07-03,Retail,Hyderabad,761.26,False,True,False,0.0
2031,Women,Soccer,Phantom GT,10.0,0.0,4181.97,0.0,0.0,2024-07-12,Online,Mumbai,3119.37,False,True,False,0.0
2689,Women,Basketball,LeBron 20,12.0,0.0,5260.17,0.0,0.0,2025-01-28,Retail,Mumbai,1402.81,False,True,False,0.0
2690,Kids,Training,Metcon 7,6.0,0.0,3582.67,0.0,0.0,2024-11-21,Online,Mumbai,1125.71,False,True,False,0.0
2042,Men,Running,Air Zoom,12.0,0.0,5225.745000000001,0.8,0.0,,Online,Delhi,-151.26,False,True,True,0.0
2692,Women,Training,Metcon 7,12.0,0.0,3582.67,0.47,0.0,2024-06-02,Online,Bangalore,2528.27,False,True,False,0.0
2693,Kids,Training,ZoomX Invincible,10.0,0.0,5622.32,0.0,0.0,2025-05-11,Online,Bangalore,262.12,False,True,False,0.0
2694,Women,Training,Metcon 7,8.0,0.0,3582.67,0.0,0.0,2024-07-25,Online,Hyderabad,-249.45,False,True,False,0.0
2696,Women,Lifestyle,Blazer Mid,10.0,0.0,4398.68,1.0,0.0,2024-11-22,Online,Mumbai,66.43,False,True,False,0.0
2698,Men,Basketball,LeBron 20,12.0,0.0,5216.395,0.02,0.0,,Retail,Mumbai,1680.5,False,True,True,0.0
2699,Men,Lifestyle,Dunk Low,12.0,0.0,3718.82,0.0,0.0,2025-02-21,Online,Mumbai,1052.65,False,True,False,0.0
2700,Kids,Training,Metcon 7,12.0,0.0,3582.67,0.48,0.0,2025-07-11,Retail,Bangalore,1423.83,False,True,False,0.0
2701,Men,Training,SuperRep Go,12.0,0.0,4176.63,0.0,0.0,2024-11-29,Online,Delhi,2007.01,False,True,False,0.0
2702,Men,Basketball,Kyrie Flytrap,12.0,0.0,4466.78,0.0,0.0,2024-12-16,Online,Pune,687.32,False,True,False,0.0
2703,Kids,Running,Pegasus Turbo,10.0,0.0,5214.32,0.0,0.0,2025-06-24,Online,Kolkata,-637.13,False,True,False,0.0
2704,Women,Basketball,LeBron 20,10.0,0.0,5094.43,0.0,0.0,,Online,Hyderabad,1765.36,False,True,True,0.0
2705,Men,Running,Pegasus Turbo,10.0,0.0,4809.5,0.0,0.0,2024-01-07,Retail,Pune,-37.88,False,True,False,0.0
2706,Women,Training,ZoomX Invincible,12.0,0.0,5622.32,0.0,0.0,2025-08-05,Retail,Kolkata,3153.1,False,True,False,0.0
2707,Men,Running,Free RN,12.0,0.0,2996.2,0.49,0.0,,Online,Hyderabad,2913.41,False,True,True,0.0
2708,Kids,Basketball,Kyrie Flytrap,10.0,0.0,4523.72,0.0,0.0,2024-10-14,Online,Hyderabad,-237.9,False,True,False,0.0
2709,Kids,Running,Free RN,10.0,1.0,6302.98,0.48,3277.5496,2025-03-08,Retail,Delhi,2835.93,False,False,False,3277.5496
2710,Women,Lifestyle,Blazer Mid,8.0,2.0,4669.75,0.0,9339.5,,Retail,Bangalore,-987.12,False,False,True,9339.5
2711,Men,Soccer,Mercurial Superfly,7.0,2.0,0.0,0.0,0.0,,Online,Delhi,756.18,False,False,True,0.0
2712,Women,Running,Pegasus Turbo,12.0,0.0,4809.5,0.0,0.0,2024-07-22,Retail,Delhi,3024.11,False,True,False,0.0
2713,Men,Lifestyle,Air Force 1,10.0,1.0,7877.36,0.55,3544.8119999999994,2025-05-10,Retail,Kolkata,3663.49,False,False,False,3544.8119999999994
2026,Women,Running,Air Zoom,12.0,0.0,2491.06,0.0,0.0,2024-04-09,Retail,Bangalore,1660.44,False,True,False,0.0
2715,Kids,Basketball,LeBron 20,10.0,0.0,5216.395,0.07000000000000006,0.0,2025-06-13,Online,Kolkata,-1164.37,False,True,False,0.0
2716,Kids,Training,SuperRep Go,8.0,0.0,4830.96,0.0,0.0,2024-11-17,Online,Pune,1344.73,False,True,False,0.0
2717,Men,Running,Free RN,8.0,0.0,9473.09,0.0,0.0,2024-11-17,Online,Delhi,3055.36,False,True,False,0.0
2718,Men,Basketball,LeBron 20,7.0,0.0,8485.23,0.0,0.0,,Retail,Bangalore,637.62,False,True,True,0.0
2719,Women,Training,Metcon 7,8.0,0.0,4819.76,0.0,0.0,2024-03-22,Retail,Kolkata,2066.12,False,True,False,0.0
2720,Kids,Training,ZoomX Invincible,8.0,0.0,5622.32,0.0,0.0,,Retail,Delhi,2548.78,False,True,True,0.0
2721,Kids,Training,Flex Trainer,10.0,0.0,4985.92,0.0,0.0,2023-11-11,Online,Bangalore,1275.23,False,True,False,0.0
2722,Women,Lifestyle,Dunk Low,10.0,0.0,3718.82,0.09,0.0,2024-09-30,Online,Kolkata,818.65,False,True,False,0.0
2723,Women,Lifestyle,Dunk Low,12.0,0.0,3403.54,0.0,0.0,2025-03-10,Online,Kolkata,221.41,False,True,False,0.0
2724,Women,Training,Flex Trainer,10.0,0.0,8007.22,0.0,0.0,2025-01-16,Online,Delhi,1190.2,False,True,False,0.0
2012,Men,Lifestyle,Dunk Low,12.0,0.0,2174.89,0.0,0.0,,Retail,Kolkata,-406.38,False,True,True,0.0
2726,Women,Training,Flex Trainer,12.0,0.0,4985.92,0.48,0.0,2024-08-19,Retail,Pune,1392.27,False,True,False,0.0
2727,Men,Lifestyle,Waffle One,8.0,0.0,6154.32,0.94,0.0,,Online,Kolkata,2004.4,False,True,True,0.0
2018,Kids,Soccer,Tiempo Legend,10.0,0.0,4457.27,0.0,0.0,2025-02-15,Retail,Bangalore,-701.28,False,True,False,0.0
2729,Kids,Training,Flex Trainer,12.0,0.0,6383.55,0.0,0.0,2025-04-29,Retail,Delhi,2079.06,False,True,False,0.0
2730,Women,Lifestyle,Dunk Low,8.0,1.0,0.0,0.0,0.0,,Online,Hyderabad,2140.93,False,False,True,0.0
2731,Kids,Lifestyle,Dunk Low,8.0,3.0,0.0,0.0,0.0,2025-03-28,Online,Kolkata,3961.27,False,False,False,0.0
2732,Women,Training,SuperRep Go,8.0,0.0,3402.8,0.0,0.0,2025-03-01,Online,Hyderabad,1045.5,False,True,False,0.0
2733,Women,Running,Free RN,10.0,0.0,6743.38,0.0,0.0,2024-11-22,Online,Pune,1908.63,False,True,False,0.0
2735,Kids,Running,Free RN,12.0,0.0,4252.205,0.0,0.0,2024-08-05,Online,Kolkata,928.63,False,True,False,0.0
2736,Men,Soccer,Tiempo Legend,8.0,0.0,4457.27,0.49,0.0,2025-02-22,Retail,Delhi,3042.49,False,True,False,0.0
2737,Kids,Basketball,Kyrie Flytrap,12.0,0.0,4466.78,0.0,0.0,2024-09-10,Retail,Mumbai,144.37,False,True,False,0.0
2738,Women,Training,ZoomX Invincible,8.0,3.0,0.0,0.39,0.0,2025-05-11,Retail,Pune,-712.53,False,False,False,0.0
2739,Kids,Running,Free RN,10.0,2.0,0.0,0.26,0.0,2025-02-04,Online,Kolkata,2350.69,False,False,False,0.0
2740,Women,Lifestyle,Air Force 1,12.0,1.0,4922.19,0.0,4922.19,,Retail,Bangalore,3820.48,False,False,True,4922.19
2741,Women,Training,SuperRep Go,10.0,0.0,5241.9,0.0,0.0,2025-01-15,Online,Hyderabad,-295.49,False,True,False,0.0
2742,Kids,Lifestyle,Blazer Mid,12.0,0.0,7063.25,0.0,0.0,2024-11-14,Online,Mumbai,3746.48,False,True,False,0.0
2003,Women,Training,ZoomX Invincible,12.0,4.0,7850.87,0.020000000000000018,30775.4104,2025-04-01,Online,Kolkata,992.14,False,False,False,30775.4104
2744,Men,Running,Pegasus Turbo,10.0,1.0,7951.27,0.0,7951.27,,Retail,Delhi,-154.17,False,False,True,7951.27
2747,Men,Soccer,Tiempo Legend,12.0,4.0,2483.97,0.0,9935.88,,Online,Delhi,-609.36,False,False,True,9935.88
2748,Men,Basketball,Kyrie Flytrap,12.0,0.0,4466.78,0.05,0.0,2024-08-14,Retail,Pune,1010.96,False,True,False,0.0
2028,Kids,Training,ZoomX Invincible,8.0,0.0,5474.79,0.0,0.0,2025-03-01,Online,Pune,-682.62,False,True,False,0.0
2750,Women,Lifestyle,Dunk Low,10.0,0.0,3718.82,0.0,0.0,,Online,Hyderabad,2924.09,False,True,True,0.0
2751,Men,Basketball,Air Jordan,12.0,0.0,4776.83,0.0,0.0,2025-03-09,Retail,Delhi,2857.99,False,True,False,0.0
2752,Kids,Lifestyle,Waffle One,10.0,0.0,4493.965,0.0,0.0,2025-02-23,Retail,Pune,341.26,False,True,False,0.0
2753,Men,Running,Pegasus Turbo,10.0,0.0,4809.5,0.0,0.0,2024-12-02,Retail,Kolkata,-364.23,False,True,False,0.0
2754,Kids,Training,ZoomX Invincible,12.0,1.0,0.0,0.0,0.0,2025-01-03,Online,Kolkata,3565.12,False,False,False,0.0
2755,Men,Running,React Infinity,8.0,3.0,8574.0,0.0,25722.0,2024-12-24,Online,Bangalore,161.95,False,False,False,25722.0
2756,Women,Lifestyle,Waffle One,10.0,0.0,8510.85,0.1100000000000001,0.0,2023-09-21,Retail,Bangalore,1491.91,False,True,False,0.0
2757,Men,Soccer,Phantom GT,12.0,0.0,3101.14,0.0,0.0,2025-05-21,Online,Hyderabad,-271.85,False,True,False,0.0
2758,Women,Lifestyle,Waffle One,8.0,0.0,4493.965,0.0,0.0,,Online,Pune,3986.03,False,True,True,0.0
2759,Kids,Soccer,Premier III,8.0,0.0,3492.89,0.0,0.0,2024-01-26,Retail,Delhi,1822.72,False,True,False,0.0
2760,Men,Training,SuperRep Go,7.0,0.0,4176.63,0.0,0.0,2025-05-28,Online,Mumbai,1496.19,False,True,False,0.0
2761,Kids,Soccer,Premier III,8.0,4.0,0.0,0.0,0.0,,Retail,Delhi,2588.03,False,False,True,0.0
2762,Women,Running,Pegasus Turbo,10.0,2.0,0.0,0.0,0.0,,Retail,Mumbai,-355.55,False,False,True,0.0
2763,Women,Soccer,Phantom GT,10.0,4.0,3328.58,0.0,13314.32,2024-07-31,Online,Pune,-763.34,False,False,False,13314.32
2764,Kids,Lifestyle,Blazer Mid,12.0,0.0,7776.94,0.0,0.0,2025-03-17,Retail,Kolkata,-532.24,False,True,False,0.0
2765,Women,Soccer,Premier III,8.0,0.0,6370.84,0.0,0.0,2025-06-24,Online,Mumbai,1609.7,False,True,False,0.0
2767,Kids,Basketball,Zoom Freak,10.0,0.0,6887.39,0.0,0.0,2025-07-21,Online,Delhi,1562.76,False,True,False,0.0
2768,Men,Basketball,LeBron 20,12.0,0.0,5216.395,0.0,0.0,2025-01-03,Online,Pune,3525.96,False,True,False,0.0
2050,Men,Basketball,LeBron 20,12.0,0.0,8335.48,0.57,0.0,2025-06-30,Retail,Mumbai,832.37,False,True,False,0.0
2770,Men,Soccer,Tiempo Legend,9.0,0.0,4457.27,0.7,0.0,2024-08-22,Online,Kolkata,-1095.12,False,True,False,0.0
2771,Men,Running,Pegasus Turbo,8.0,0.0,5222.92,0.0,0.0,2025-05-26,Online,Delhi,1804.67,False,True,False,0.0
2772,Kids,Basketball,Zoom Freak,12.0,0.0,3894.2650000000003,0.0,0.0,2025-04-01,Online,Pune,2332.29,False,True,False,0.0
2773,Women,Training,ZoomX Invincible,8.0,1.0,5045.62,0.20999999999999996,3986.0398,2025-02-04,Online,Hyderabad,1191.02,False,False,False,3986.0398
2774,Women,Running,Free RN,12.0,0.0,4252.205,0.0,0.0,,Online,Bangalore,585.97,False,True,True,0.0
2775,Men,Lifestyle,Air Force 1,10.0,0.0,5661.505,0.73,0.0,,Online,Pune,2329.33,False,True,True,0.0
2776,Men,Training,Flex Trainer,10.0,0.0,4985.92,0.0,0.0,2025-03-17,Retail,Mumbai,1143.68,False,True,False,0.0
2777,Kids,Basketball,Air Jordan,12.0,0.0,9062.25,0.0,0.0,,Retail,Kolkata,-9.69,False,True,True,0.0
2778,Kids,Soccer,Phantom GT,11.0,0.0,4462.26,0.0,0.0,2025-06-20,Online,Hyderabad,1006.73,False,True,False,0.0
2779,Kids,Basketball,Kyrie Flytrap,10.0,0.0,4466.78,0.09,0.0,2024-12-06,Online,Bangalore,-187.36,False,True,False,0.0
2780,Men,Training,Metcon 7,6.0,1.0,4308.75,0.32,2929.95,,Online,Hyderabad,799.35,False,False,True,2929.95
2781,Men,Training,Metcon 7,12.0,1.0,6546.59,0.68,2094.9087999999997,2023-09-03,Retail,Bangalore,1504.31,False,False,False,2094.9087999999997
2782,Women,Training,ZoomX Invincible,8.0,0.0,8292.37,0.0,0.0,,Online,Pune,-816.55,False,True,True,0.0
2783,Women,Running,React Infinity,10.0,0.0,4488.055,0.36,0.0,2024-08-09,Retail,Pune,134.95,False,True,False,0.0
2784,Women,Basketball,Kyrie Flytrap,8.0,0.0,4466.78,0.0,0.0,2025-01-28,Online,Pune,2982.03,False,True,False,0.0
2785,Women,Lifestyle,Blazer Mid,10.0,2.0,0.0,0.0,0.0,2024-10-20,Retail,Hyderabad,-834.71,False,False,False,0.0
2786,Women,Lifestyle,Blazer Mid,9.0,0.0,4398.68,0.59,0.0,2024-10-20,Online,Hyderabad,3872.35,False,True,False,0.0
2787,Kids,Training,Metcon 7,12.0,3.0,3440.88,0.0,10322.64,2024-08-31,Online,Pune,22.93,False,False,False,10322.64
2788,Women,Soccer,Mercurial Superfly,8.0,0.0,7478.84,0.0,0.0,2024-01-04,Retail,Hyderabad,-18.4,False,True,False,0.0
2789,Kids,Lifestyle,Dunk Low,8.0,0.0,3718.82,0.0,0.0,2024-01-15,Retail,Kolkata,1756.75,False,True,False,0.0
2790,Kids,Running,React Infinity,12.0,0.0,4488.055,0.0,0.0,2024-08-17,Retail,Delhi,2554.82,False,True,False,0.0
2791,Kids,Training,Metcon 7,8.0,0.0,3582.67,0.0,0.0,2024-05-29,Retail,Delhi,1194.43,False,True,False,0.0
2793,Men,Running,Pegasus Turbo,12.0,0.0,4809.5,0.0,0.0,2024-10-12,Retail,Bangalore,922.24,False,True,False,0.0
2794,Women,Soccer,Mercurial Superfly,8.0,0.0,4664.465,0.21999999999999997,0.0,,Online,Mumbai,3833.78,False,True,True,0.0
2795,Women,Running,React Infinity,10.0,0.0,4488.055,0.0,0.0,,Retail,Delhi,-615.37,False,True,True,0.0
2797,Women,Lifestyle,Dunk Low,8.0,0.0,2162.29,0.0,0.0,2025-03-30,Retail,Delhi,3158.47,False,True,False,0.0
2798,Kids,Lifestyle,Dunk Low,8.0,0.0,8546.98,0.0,0.0,,Retail,Mumbai,430.88,False,True,True,0.0
2799,Kids,Training,SuperRep Go,10.0,3.0,2359.47,0.54,3256.0685999999996,2025-08-07,Online,Mumbai,3165.65,False,False,False,3256.0685999999996
2800,Women,Running,React Infinity,6.0,0.0,8737.08,0.9,0.0,2025-03-13,Online,Delhi,1737.0,False,True,False,0.0
2801,Women,Running,React Infinity,8.0,2.0,0.0,0.0,0.0,2024-02-13,Retail,Mumbai,2966.12,False,False,False,0.0
2802,Men,Running,Free RN,10.0,3.0,0.0,0.0,0.0,2024-01-19,Online,Kolkata,-231.73,False,False,False,0.0
2803,Women,Soccer,Mercurial Superfly,12.0,0.0,4664.465,0.0,0.0,2023-11-02,Online,Hyderabad,83.11,False,True,False,0.0
2806,Kids,Basketball,Kyrie Flytrap,7.0,3.0,4466.78,0.0,13400.34,2024-02-10,Online,Bangalore,2407.08,False,False,False,13400.34
2807,Kids,Training,ZoomX Invincible,10.0,2.0,0.0,0.0,0.0,2024-01-10,Online,Hyderabad,875.36,False,False,False,0.0
2808,Women,Running,Pegasus Turbo,10.0,0.0,7810.49,0.0,0.0,,Online,Bangalore,-65.85,False,True,True,0.0
2809,Women,Running,Free RN,10.0,0.0,3260.38,0.08,0.0,,Retail,Mumbai,-554.84,False,True,True,0.0
2810,Men,Running,Air Zoom,7.0,2.0,2943.44,0.53,2766.8336,,Retail,Hyderabad,405.67,False,False,True,2766.8336
2811,Men,Basketball,Zoom Freak,8.0,3.0,9153.02,0.0,27459.06,2025-01-24,Retail,Bangalore,-77.61,False,False,False,27459.06
2812,Men,Basketball,LeBron 20,12.0,2.0,9507.39,0.01,18824.6322,2024-08-08,Online,Kolkata,2570.01,False,False,False,18824.6322
2813,Men,Running,Free RN,8.0,4.0,7450.8,0.0,29803.2,,Online,Bangalore,2098.29,False,False,True,29803.2
2814,Kids,Running,React Infinity,8.0,0.0,4488.055,0.0,0.0,2024-10-07,Online,Delhi,1702.06,False,True,False,0.0
2815,Kids,Training,Flex Trainer,10.0,0.0,4985.92,0.15999999999999992,0.0,,Online,Kolkata,3281.98,False,True,True,0.0
2816,Men,Basketball,LeBron 20,8.0,3.0,5983.35,0.0,17950.050000000003,2025-01-22,Retail,Hyderabad,916.13,False,False,False,17950.050000000003
2032,Women,Soccer,Mercurial Superfly,10.0,2.0,0.0,0.96,0.0,2024-10-16,Online,Kolkata,-596.41,False,False,False,0.0
2819,Kids,Soccer,Premier III,9.0,0.0,7645.41,0.0,0.0,2025-01-20,Retail,Bangalore,593.62,False,True,False,0.0
2820,Women,Lifestyle,Blazer Mid,8.0,4.0,8659.15,0.0,34636.6,2024-08-05,Online,Mumbai,2078.39,False,False,False,34636.6
2821,Kids,Lifestyle,Air Force 1,10.0,0.0,3360.35,0.0,0.0,2025-04-08,Online,Delhi,2991.25,False,True,False,0.0
2822,Women,Lifestyle,Blazer Mid,11.0,0.0,8314.34,0.0,0.0,2025-10-07,Retail,Bangalore,-1145.98,False,True,False,0.0
2823,Men,Soccer,Mercurial Superfly,10.0,1.0,0.0,0.0,0.0,2024-07-27,Retail,Mumbai,-1125.91,False,False,False,0.0
2824,Men,Basketball,Air Jordan,10.0,4.0,5123.35,0.0,20493.4,2024-11-02,Online,Mumbai,1620.37,False,False,False,20493.4
2825,Kids,Training,SuperRep Go,8.0,0.0,4176.63,0.0,0.0,,Retail,Pune,2322.87,False,True,True,0.0
2826,Kids,Lifestyle,Blazer Mid,8.0,2.0,0.0,0.01,0.0,,Retail,Bangalore,262.81,False,False,True,0.0
2827,Men,Basketball,Air Jordan,10.0,0.0,4278.28,0.16999999999999993,0.0,2025-01-27,Retail,Hyderabad,860.32,False,True,False,0.0
2828,Women,Training,ZoomX Invincible,12.0,0.0,2095.0,0.0,0.0,2024-05-09,Online,Hyderabad,-831.4,False,True,False,0.0
2829,Men,Basketball,LeBron 20,12.0,0.0,5216.395,0.0,0.0,2024-07-17,Online,Kolkata,2539.92,False,True,False,0.0
2831,Women,Training,SuperRep Go,7.0,4.0,0.0,0.0,0.0,2024-11-10,Online,Mumbai,3134.87,False,False,False,0.0
2832,Kids,Basketball,Kyrie Flytrap,10.0,0.0,4466.78,0.15,0.0,2024-05-17,Retail,Hyderabad,752.0,False,True,False,0.0
2833,Women,Training,Flex Trainer,12.0,4.0,2224.9,0.0,8899.6,2025-01-19,Online,Pune,-16.04,False,False,False,8899.6
2835,Women,Lifestyle,Air Force 1,10.0,0.0,9240.64,0.63,0.0,2024-10-07,Retail,Pune,1873.76,False,True,False,0.0
2836,Men,Basketball,Kyrie Flytrap,10.0,0.0,9098.9,0.75,0.0,2025-07-22,Retail,Delhi,2729.87,False,True,False,0.0
2837,Women,Running,Pegasus Turbo,10.0,0.0,8889.68,0.0,0.0,,Online,Mumbai,2191.17,False,True,True,0.0
2838,Women,Basketball,Air Jordan,12.0,4.0,8605.73,0.0,34422.92,2025-08-01,Retail,Pune,-990.99,False,False,False,34422.92
2839,Men,Lifestyle,Waffle One,6.0,0.0,4493.965,0.0,0.0,2025-03-03,Online,Hyderabad,2992.52,False,True,False,0.0
2841,Men,Basketball,LeBron 20,8.0,1.0,4166.94,0.0,4166.94,,Online,Delhi,2865.93,False,False,True,4166.94
2843,Men,Training,SuperRep Go,12.0,0.0,4176.63,0.0,0.0,2025-04-25,Online,Mumbai,3574.05,False,True,False,0.0
2844,Men,Lifestyle,Waffle One,10.0,2.0,6495.53,0.23,10003.1162,,Retail,Mumbai,-951.85,False,False,True,10003.1162
2845,Men,Training,ZoomX Invincible,8.0,0.0,5622.32,0.0,0.0,2023-10-31,Retail,Pune,40.98,False,True,False,0.0
2846,Kids,Training,ZoomX Invincible,10.0,0.0,2932.99,0.0,0.0,2024-10-29,Online,Pune,-543.26,False,True,False,0.0
2847,Men,Training,Metcon 7,12.0,0.0,3582.67,0.16,0.0,2024-11-16,Online,Bangalore,3988.85,False,True,False,0.0
2848,Kids,Running,Free RN,8.0,0.0,9476.8,0.03,0.0,2024-08-14,Online,Hyderabad,-350.03,False,True,False,0.0
2008,Men,Running,Air Zoom,12.0,0.0,5225.745000000001,0.0,0.0,2024-07-25,Retail,Mumbai,-639.42,False,True,False,0.0
2850,Kids,Lifestyle,Waffle One,12.0,2.0,0.0,0.0,0.0,2024-11-10,Retail,Pune,458.86,False,False,False,0.0
2851,Kids,Lifestyle,Blazer Mid,12.0,0.0,2241.11,0.0,0.0,2024-12-28,Online,Mumbai,1243.95,False,True,False,0.0
2852,Kids,Running,React Infinity,8.0,0.0,4488.055,0.0,0.0,,Online,Delhi,-234.16,False,True,True,0.0
2853,Women,Basketball,Kyrie Flytrap,12.0,0.0,4466.78,0.0,0.0,2025-02-06,Retail,Hyderabad,3841.05,False,True,False,0.0
2855,Kids,Basketball,Air Jordan,12.0,0.0,2809.8,0.0,0.0,2025-04-20,Online,Mumbai,-425.73,False,True,False,0.0
2856,Kids,Basketball,Kyrie Flytrap,8.0,0.0,4466.78,0.1399999999999999,0.0,2023-10-12,Online,Kolkata,3137.85,False,True,False,0.0
2857,Women,Running,React Infinity,10.0,0.0,4105.44,0.73,0.0,2024-08-25,Online,Kolkata,3197.09,False,True,False,0.0
2858,Kids,Lifestyle,Air Force 1,10.0,0.0,5661.505,0.6,0.0,2024-10-26,Retail,Pune,2847.01,False,True,False,0.0
2859,Women,Lifestyle,Air Force 1,7.0,0.0,5661.505,0.0,0.0,,Online,Pune,566.34,False,True,True,0.0
2861,Kids,Training,ZoomX Invincible,12.0,0.0,5622.32,0.0,0.0,2025-04-20,Online,Pune,650.99,False,True,False,0.0
2862,Kids,Soccer,Phantom GT,9.0,4.0,7940.29,0.020000000000000018,31125.9368,2024-11-11,Retail,Delhi,1803.25,False,False,False,31125.9368
2863,Women,Training,Metcon 7,6.0,0.0,8609.77,0.0,0.0,2024-11-23,Retail,Pune,-711.07,False,True,False,0.0
2865,Women,Soccer,Phantom GT,12.0,1.0,0.0,0.71,0.0,2024-12-16,Retail,Kolkata,-94.06,False,False,False,0.0
2866,Kids,Training,SuperRep Go,11.0,2.0,0.0,0.0,0.0,2025-09-01,Online,Pune,273.28,False,False,False,0.0
2867,Men,Soccer,Mercurial Superfly,11.0,1.0,9936.58,0.0,9936.58,2025-02-20,Online,Hyderabad,3190.43,False,False,False,9936.58
2868,Women,Running,React Infinity,8.0,0.0,7379.45,0.0,0.0,2024-10-23,Retail,Delhi,-688.14,False,True,False,0.0
2869,Kids,Soccer,Premier III,8.0,4.0,0.0,0.0,0.0,2024-07-26,Online,Pune,1550.3,False,False,False,0.0
2870,Kids,Training,Metcon 7,8.0,1.0,9633.68,0.0,9633.68,2024-10-05,Retail,Delhi,771.96,False,False,False,9633.68
2871,Men,Training,Flex Trainer,8.0,1.0,2294.09,0.0,2294.09,2025-07-22,Retail,Bangalore,1002.21,False,False,False,2294.09
2872,Men,Basketball,Kyrie Flytrap,8.0,0.0,3953.13,0.0,0.0,2024-01-08,Online,Kolkata,3414.32,False,True,False,0.0
2873,Women,Running,Air Zoom,12.0,0.0,9050.52,0.86,0.0,,Retail,Bangalore,3364.79,False,True,True,0.0
2874,Women,Soccer,Mercurial Superfly,10.0,0.0,4664.465,0.01,0.0,2024-03-04,Retail,Delhi,-109.71,False,True,False,0.0
2875,Women,Lifestyle,Dunk Low,10.0,4.0,7401.53,0.0,29606.12,2024-09-16,Retail,Bangalore,1559.28,False,False,False,29606.12
2876,Kids,Lifestyle,Waffle One,10.0,0.0,4493.965,0.0,0.0,2024-08-21,Retail,Hyderabad,-94.98,False,True,False,0.0
2877,Women,Basketball,Kyrie Flytrap,10.0,0.0,4466.78,0.0,0.0,2024-12-08,Retail,Kolkata,3327.04,False,True,False,0.0
2878,Women,Training,ZoomX Invincible,8.0,0.0,9213.58,0.22999999999999998,0.0,,Retail,Hyderabad,3968.86,False,True,True,0.0
2879,Kids,Basketball,Zoom Freak,8.0,0.0,2831.62,0.0,0.0,2025-03-02,Retail,Bangalore,1053.25,False,True,False,0.0
2880,Kids,Basketball,Air Jordan,9.0,0.0,8132.33,0.63,0.0,2025-05-19,Retail,Delhi,191.67,False,True,False,0.0
2050,Kids,Basketball,Zoom Freak,6.0,3.0,0.0,0.0,0.0,2025-06-30,Retail,Kolkata,-1000.03,False,False,False,0.0
2882,Men,Training,Metcon 7,9.0,2.0,0.0,0.9,0.0,,Retail,Kolkata,-127.44,False,False,True,0.0
2883,Kids,Soccer,Premier III,8.0,0.0,3492.89,0.0,0.0,2025-03-24,Online,Delhi,1627.33,False,True,False,0.0
2884,Kids,Running,Pegasus Turbo,7.0,0.0,9897.0,0.0,0.0,2025-10-05,Online,Hyderabad,-156.47,False,True,False,0.0
2885,Women,Lifestyle,Blazer Mid,12.0,0.0,7671.31,0.0,0.0,,Retail,Kolkata,3394.27,False,True,True,0.0
2886,Kids,Running,Free RN,12.0,0.0,8164.32,0.94,0.0,2024-08-19,Retail,Pune,286.3,False,True,False,0.0
2887,Women,Lifestyle,Waffle One,10.0,0.0,9292.33,0.0,0.0,2024-02-25,Online,Hyderabad,3747.95,False,True,False,0.0
2888,Kids,Running,Air Zoom,10.0,0.0,8956.73,0.16999999999999993,0.0,2025-06-24,Online,Pune,2320.49,False,True,False,0.0
2889,Women,Basketball,Zoom Freak,8.0,0.0,3894.2650000000003,0.22999999999999998,0.0,2024-09-01,Online,Hyderabad,2447.88,False,True,False,0.0
2890,Men,Soccer,Phantom GT,10.0,0.0,4181.97,0.0,0.0,2025-05-23,Retail,Bangalore,-147.78,False,True,False,0.0
2891,Women,Running,Air Zoom,12.0,0.0,5225.745000000001,0.0,0.0,,Retail,Hyderabad,439.35,False,True,True,0.0
2892,Women,Running,Free RN,8.0,4.0,0.0,0.0,0.0,2024-11-24,Online,Bangalore,-1195.79,False,False,False,0.0
2893,Women,Running,React Infinity,10.0,1.0,0.0,0.61,0.0,2025-04-01,Retail,Delhi,780.43,False,False,False,0.0
2894,Women,Lifestyle,Air Force 1,10.0,0.0,5661.505,0.0,0.0,2024-11-20,Retail,Hyderabad,1796.17,False,True,False,0.0
2895,Kids,Running,React Infinity,10.0,3.0,0.0,0.0,0.0,2024-08-03,Online,Pune,677.85,False,False,False,0.0
2896,Kids,Training,SuperRep Go,7.0,0.0,6252.51,0.47,0.0,2025-02-15,Online,Delhi,-1104.33,False,True,False,0.0
2897,Men,Lifestyle,Waffle One,10.0,1.0,0.0,0.11,0.0,,Retail,Kolkata,221.95,False,False,True,0.0
2898,Women,Running,Free RN,6.0,1.0,0.0,0.0,0.0,,Retail,Kolkata,-744.45,False,False,True,0.0
2899,Men,Basketball,LeBron 20,10.0,3.0,6531.36,0.0,19594.079999999998,2025-05-17,Online,Mumbai,-91.78,False,False,False,19594.079999999998
